Date,Close,Dividend
,RMS.PA,
2000-01-03,35.796238,0.000000
2000-01-04,33.606113,0.000000
2000-01-05,31.148308,0.000000
2000-01-06,30.418278,0.000000
2000-01-07,32.365047,0.000000
2000-01-10,33.460114,0.000000
2000-01-11,32.316383,0.000000
2000-01-12,32.827415,0.000000
2000-01-13,34.287487,0.000000
2000-01-14,37.694336,0.000000
2000-01-17,36.501938,0.000000
2000-01-18,34.555168,0.000000
2000-01-19,34.117134,0.000000
2000-01-20,34.798531,0.000000
2000-01-21,32.851753,0.000000
2000-01-24,32.486736,0.000000
2000-01-25,32.389389,0.000000
2000-01-26,34.117134,0.000000
2000-01-27,34.847195,0.000000
2000-01-28,34.871521,0.000000
2000-01-31,33.581791,0.000000
2000-02-01,33.581791,0.000000
2000-02-02,34.336151,0.000000
2000-02-03,36.015244,0.000000
2000-02-04,32.973419,0.000000
2000-02-07,34.676846,0.000000
2000-02-08,34.214489,0.000000
2000-02-09,36.501938,0.000000
2000-02-10,35.333881,0.000000
2000-02-11,36.501938,0.000000
2000-02-14,34.822849,0.000000
2000-02-15,35.041866,0.000000
2000-02-16,36.988644,0.000000
2000-02-17,33.727779,0.000000
2000-02-18,33.825127,0.000000
2000-02-21,35.260887,0.000000
2000-02-22,32.851753,0.000000
2000-02-23,31.026648,0.000000
2000-02-24,31.148308,0.000000
2000-02-25,30.783304,0.000000
2000-02-28,32.243389,0.000000
2000-02-29,31.878363,0.000000
2000-03-01,32.243389,0.000000
2000-03-02,33.825127,0.000000
2000-03-03,30.466949,0.000000
2000-03-06,31.148308,0.000000
2000-03-07,32.486736,0.000000
2000-03-08,32.097385,0.000000
2000-03-09,32.121712,0.000000
2000-03-10,35.333881,0.000000
2000-03-13,36.136929,0.000000
2000-03-14,33.508789,0.000000
2000-03-15,35.990925,0.000000
2000-03-16,35.869244,0.000000
2000-03-17,36.136929,0.000000
2000-03-20,34.968857,0.000000
2000-03-21,33.825127,0.000000
2000-03-22,35.041866,0.000000
2000-03-23,34.628181,0.000000
2000-03-24,35.285206,0.000000
2000-03-27,34.798531,0.000000
2000-03-28,33.703449,0.000000
2000-03-29,33.581791,0.000000
2000-03-30,32.365047,0.000000
2000-03-31,35.285206,0.000000
2000-04-03,32.121712,0.000000
2000-04-04,35.285206,0.000000
2000-04-05,33.995483,0.000000
2000-04-06,34.433498,0.000000
2000-04-07,33.703449,0.000000
2000-04-10,33.581791,0.000000
2000-04-11,35.163544,0.000000
2000-04-12,35.285206,0.000000
2000-04-13,34.701180,0.000000
2000-04-14,34.603832,0.000000
2000-04-17,35.504223,0.000000
2000-04-18,36.258598,0.000000
2000-04-19,35.139202,0.000000
2000-04-20,34.968857,0.000000
2000-04-21,34.968857,0.000000
2000-04-24,34.968857,0.000000
2000-04-25,35.236542,0.000000
2000-04-26,37.475323,0.000000
2000-04-27,39.422104,0.000000
2000-04-28,37.962025,0.000000
2000-05-01,37.962025,0.000000
2000-05-02,38.254032,0.000000
2000-05-03,37.037304,0.000000
2000-05-04,37.718670,0.000000
2000-05-05,37.694336,0.000000
2000-05-08,37.962025,0.000000
